in s,C2 in V
-5.84048E-04,1.137405E+00
-5.84032E-04,1.144119E+00
-5.84016E-04,1.145187E+00
-5.84000E-04,1.145645E+00
-5.83984E-04,1.137405E+00
-5.83968E-04,1.137863E+00
-5.83952E-04,1.142288E+00
-5.83936E-04,1.141220E+00
-5.83920E-04,1.140762E+00
-5.83904E-04,1.140305E+00
-5.83888E-04,1.145645E+00
-5.83872E-04,1.142288E+00
-5.83856E-04,1.141220E+00
-5.83840E-04,1.141220E+00
-5.83824E-04,1.139847E+00
-5.83808E-04,1.140305E+00
-5.83792E-04,1.141678E+00
-5.83776E-04,1.141678E+00
-5.83760E-04,1.134964E+00
-5.83744E-04,1.135422E+00
-5.83728E-04,1.137405E+00
-5.83712E-04,1.138321E+00
-5.83696E-04,1.135880E+00
-5.83680E-04,1.137405E+00
-5.83664E-04,1.143204E+00
-5.83648E-04,1.142288E+00
-5.83632E-04,1.144730E+00
-5.83616E-04,1.145187E+00
-5.83600E-04,1.140305E+00
-5.83584E-04,1.141678E+00
-5.83568E-04,1.139847E+00
-5.83552E-04,1.147629E+00
-5.83536E-04,1.150070E+00
-5.83520E-04,1.140305E+00
-5.83504E-04,1.145187E+00
-5.83488E-04,1.140305E+00
-5.83472E-04,1.133438E+00
-5.83456E-04,1.139236E+00
-5.83440E-04,1.141678E+00
-5.83424E-04,1.146103E+00
-5.83408E-04,1.141220E+00
-5.83392E-04,1.138779E+00
-5.83376E-04,1.143661E+00
-5.83360E-04,1.135880E+00
-5.83344E-04,1.141220E+00
-5.83328E-04,1.137405E+00
-5.83312E-04,1.133896E+00
-5.83296E-04,1.141678E+00
-5.83280E-04,1.143661E+00
-5.83264E-04,1.141220E+00
-5.83248E-04,1.138779E+00
-5.83232E-04,1.144119E+00
-5.83216E-04,1.137863E+00
-5.83200E-04,1.141220E+00
-5.83184E-04,1.143661E+00
-5.83168E-04,1.143661E+00
-5.83152E-04,1.139236E+00
-5.83136E-04,1.138321E+00
-5.83120E-04,1.143204E+00
-5.83104E-04,1.142288E+00
-5.83088E-04,1.134964E+00
-5.83072E-04,1.141220E+00
-5.83056E-04,1.140762E+00
-5.83040E-04,1.140762E+00
-5.83024E-04,1.136337E+00
-5.83008E-04,1.139236E+00
-5.82992E-04,1.140762E+00
-5.82976E-04,1.138779E+00
-5.82960E-04,1.143204E+00
-5.82944E-04,1.139847E+00
-5.82928E-04,1.135880E+00
-5.82912E-04,1.140762E+00
-5.82896E-04,1.131454E+00
-5.82880E-04,1.144730E+00
-5.82864E-04,1.137405E+00
-5.82848E-04,1.135422E+00
-5.82832E-04,1.138321E+00
-5.82816E-04,1.138321E+00
-5.82800E-04,1.134964E+00
-5.82784E-04,1.148087E+00
-5.82768E-04,1.143204E+00
-5.82752E-04,1.142746E+00
-5.82736E-04,1.137863E+00
-5.82720E-04,1.146561E+00
-5.82704E-04,1.138779E+00
-5.82688E-04,1.147171E+00
-5.82672E-04,1.138779E+00
-5.82656E-04,1.142746E+00
-5.82640E-04,1.142288E+00
-5.82624E-04,1.145645E+00
-5.82608E-04,1.143204E+00
-5.82592E-04,1.140305E+00
-5.82576E-04,1.135422E+00
-5.82560E-04,1.147629E+00
-5.82544E-04,1.139236E+00
-5.82528E-04,1.142746E+00
-5.82512E-04,1.140762E+00
-5.82496E-04,1.141220E+00
-5.82480E-04,1.139847E+00
-5.82464E-04,1.146561E+00
-5.82448E-04,1.138321E+00
-5.82432E-04,1.135422E+00
-5.82416E-04,1.139236E+00
-5.82400E-04,1.136795E+00
-5.82384E-04,1.139236E+00
-5.82368E-04,1.137863E+00
-5.82352E-04,1.141678E+00
-5.82336E-04,1.139236E+00
-5.82320E-04,1.133438E+00
-5.82304E-04,1.133896E+00
-5.82288E-04,1.133438E+00
-5.82272E-04,1.141678E+00
-5.82256E-04,1.142746E+00
-5.82240E-04,1.139847E+00
-5.82224E-04,1.139236E+00
-5.82208E-04,1.137405E+00
-5.82192E-04,1.141678E+00
-5.82176E-04,1.142288E+00
-5.82160E-04,1.139847E+00
-5.82144E-04,1.139236E+00
-5.82128E-04,1.138321E+00
-5.82112E-04,1.142746E+00
-5.82096E-04,1.137863E+00
-5.82080E-04,1.142288E+00
-5.82064E-04,1.139847E+00
-5.82048E-04,1.135880E+00
-5.82032E-04,1.139236E+00
-5.82016E-04,1.140305E+00
-5.82000E-04,1.142746E+00
-5.81984E-04,1.141220E+00
-5.81968E-04,1.143204E+00
-5.81952E-04,1.146103E+00
-5.81936E-04,1.136337E+00
-5.81920E-04,1.142746E+00
-5.81904E-04,1.138321E+00
-5.81888E-04,1.140762E+00
-5.81872E-04,1.144730E+00
-5.81856E-04,1.140305E+00
-5.81840E-04,1.137863E+00
-5.81824E-04,1.139847E+00
-5.81808E-04,1.135422E+00
-5.81792E-04,1.142746E+00
-5.81776E-04,1.137863E+00
-5.81760E-04,1.140305E+00
-5.81744E-04,1.140305E+00
-5.81728E-04,1.137405E+00
-5.81712E-04,1.137405E+00
-5.81696E-04,1.139236E+00
-5.81680E-04,1.142288E+00
-5.81664E-04,1.131912E+00
-5.81648E-04,1.131912E+00
-5.81632E-04,1.145187E+00
-5.81616E-04,1.136795E+00
-5.81600E-04,1.139847E+00
-5.81584E-04,1.133896E+00
-5.81568E-04,1.140305E+00
-5.81552E-04,1.138779E+00
-5.81536E-04,1.139236E+00
-5.81520E-04,1.140305E+00
-5.81504E-04,1.139847E+00
-5.81488E-04,1.142288E+00
-5.81472E-04,1.141220E+00
-5.81456E-04,1.139236E+00
-5.81440E-04,1.137405E+00
-5.81424E-04,1.138321E+00
-5.81408E-04,1.139847E+00
-5.81392E-04,1.139847E+00
-5.81376E-04,1.140762E+00
-5.81360E-04,1.131912E+00
-5.81344E-04,1.138321E+00
-5.81328E-04,1.141678E+00
-5.81312E-04,1.136795E+00
-5.81296E-04,1.135880E+00
-5.81280E-04,1.135422E+00
-5.81264E-04,1.138779E+00
