in s,C1 in V
-4.5282484E+00,1.283279E+00
-4.5281788E+00,1.265274E+00
-4.5281092E+00,1.246658E+00
-4.5280396E+00,1.227890E+00
-4.5279700E+00,1.208817E+00
-4.5279005E+00,1.191116E+00
-4.5278309E+00,1.172653E+00
-4.5277613E+00,1.153580E+00
-4.5276917E+00,1.133896E+00
-4.5276221E+00,1.116043E+00
-4.5275525E+00,1.098038E+00
-4.5274830E+00,1.079880E+00
-4.5274134E+00,1.060501E+00
-4.5273438E+00,1.042191E+00
-4.5272742E+00,1.024948E+00
-4.5272046E+00,1.007248E+00
-4.5271350E+00,9.890900E-01
-4.5270655E+00,9.703217E-01
-4.5269959E+00,9.527740E-01
-4.5269263E+00,9.356842E-01
-4.5268567E+00,9.195099E-01
-4.5267871E+00,9.031830E-01
-4.5267175E+00,8.882294E-01
-4.5266480E+00,8.735809E-01
-4.5265784E+00,8.593903E-01
-4.5265088E+00,8.442841E-01
-4.5264392E+00,8.303986E-01
-4.5263696E+00,8.162079E-01
-4.5263000E+00,8.035431E-01
-4.5262304E+00,7.924042E-01
-4.5261609E+00,7.806549E-01
-4.5260913E+00,7.711945E-01
-4.5260217E+00,7.617340E-01
-4.5259521E+00,7.525787E-01
-4.5258825E+00,7.444916E-01
-4.5258129E+00,7.379303E-01
-4.5257434E+00,7.310638E-01
-4.5256738E+00,7.251129E-01
-4.5256042E+00,7.203827E-01
-4.5255346E+00,7.168732E-01
-4.5254650E+00,7.130585E-01
-4.5253954E+00,7.118378E-01
-4.5253259E+00,7.104645E-01
-4.5252563E+00,7.092438E-01
-4.5251867E+00,7.107697E-01
-4.5251171E+00,7.115326E-01
-4.5250475E+00,7.139740E-01
-4.5249779E+00,7.162628E-01
-4.5249084E+00,7.199249E-01
-4.5248388E+00,7.246552E-01
-4.5247692E+00,7.306061E-01
-4.5246996E+00,7.364044E-01
-4.5246300E+00,7.435760E-01
-4.5245604E+00,7.507477E-01
-4.5244908E+00,7.597504E-01
-4.5244213E+00,7.693634E-01
-4.5243517E+00,7.789764E-01
-4.5242821E+00,7.890472E-01
-4.5242125E+00,8.000336E-01
-4.5241429E+00,8.119354E-01
-4.5240733E+00,8.255157E-01
-4.5240038E+00,8.386383E-01
-4.5239342E+00,8.535919E-01
-4.5238646E+00,8.679352E-01
-4.5237950E+00,8.819733E-01
-4.5237254E+00,8.970795E-01
-4.5236558E+00,9.134064E-01
-4.5235863E+00,9.301910E-01
-4.5235167E+00,9.465179E-01
-4.5234471E+00,9.639130E-01
-4.5233775E+00,9.825287E-01
-4.5233079E+00,1.000381E+00
-4.5232383E+00,1.017319E+00
-4.5231688E+00,1.035324E+00
-4.5230992E+00,1.052719E+00
-4.5230296E+00,1.071335E+00
-4.5229600E+00,1.088425E+00
-4.5228904E+00,1.107193E+00
-4.5228208E+00,1.125504E+00
-4.5227512E+00,1.144577E+00
-4.5226817E+00,1.164413E+00
-4.5226121E+00,1.182419E+00
-4.5225425E+00,1.201340E+00
-4.5224729E+00,1.219955E+00
-4.5224033E+00,1.237961E+00
-4.5223337E+00,1.256271E+00
-4.5222642E+00,1.274277E+00
-4.5221946E+00,1.292740E+00
-4.5221250E+00,1.309830E+00
-4.5220554E+00,1.327530E+00
-4.5219858E+00,1.344925E+00
-4.5219162E+00,1.361099E+00
-4.5218467E+00,1.378036E+00
-4.5217771E+00,1.393600E+00
